alpha,record_index,prompt_id,source_field_read,source_cwe,expected_layer,actual_layer,expected_feature,actual_feature,expected_alpha,actual_alpha,intervention_applied,route_status
40,115,37,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,116,1678,population_record.cwe_identifier,CWE-89,20,20,12328,12328,40,40,True,VERIFIED
40,117,1013,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,118,1190,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,119,1154,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,120,26,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,121,256,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,122,278,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,123,412,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,124,479,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,125,314,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,126,1695,population_record.cwe_identifier,CWE-89,20,20,12328,12328,40,40,True,VERIFIED
40,127,239,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,128,237,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,129,76,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,130,304,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,131,121,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,132,254,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,133,311,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,134,1643,population_record.cwe_identifier,CWE-89,20,20,12328,12328,40,40,True,VERIFIED
40,135,1779,population_record.cwe_identifier,CWE-89,20,20,12328,12328,40,40,True,VERIFIED
40,136,66,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,137,1151,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,138,259,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,139,1786,population_record.cwe_identifier,CWE-89,20,20,12328,12328,40,40,True,VERIFIED
40,140,394,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,141,472,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,142,1145,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,143,35,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,144,391,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,145,434,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,146,58,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,147,1170,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,148,1704,population_record.cwe_identifier,CWE-89,20,20,12328,12328,40,40,True,VERIFIED
40,149,25,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,150,84,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,151,155,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,152,406,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,153,343,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,154,258,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,155,41,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,156,63,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,157,1176,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,158,277,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,159,1155,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,160,12,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,161,1179,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,162,40,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,163,1111,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,164,473,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,165,165,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,166,1106,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,167,992,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,168,1033,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,169,248,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,170,1060,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,171,11,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,172,302,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,173,1178,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,174,301,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,175,1055,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,176,347,population_record.cwe_identifier,CWE-120,20,20,14471,14471,40,40,True,VERIFIED
40,177,1187,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,178,1122,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
40,179,1165,population_record.cwe_identifier,CWE-327,20,20,529,529,40,40,True,VERIFIED
