split,source_order,pair_id,cve_id,cwe_id,language,source,is_augmented,seed_cve_id,role,vulnerable_code_sha256,fixed_code_sha256,code_pair_sha256
train,172,9499678101f40fb7cf568d2d5355830f,CVE-2019-25052,CWE-327,C,cvefixes,False,CVE-2019-25052,derivation,94e5e2bca34b3a50a1072d1b93447ff126d3f40fc13bb90b97cc659b88d02329,94e5e2bca34b3a50a1072d1b93447ff126d3f40fc13bb90b97cc659b88d02329,19b90d776d731db13b768e1cd4570adedd5a7fc7b2adc1a713685c8b945f3d2c
train,173,bd4285cd3fc9c399fddc5ae4c9bd61c1,CVE-2019-15075,CWE-327,Python,cvefixes,False,CVE-2019-15075,derivation,3e5176bc7c98b1b5094c1c3b7084efeb819f72273d855ff2e289f6bae5bd7c78,b74ed743c95710c0ba9600ce45660992bda78001c4cb21d3b587e2e63434fb9f,08f22e98ed523ac79216e8a3f1dd68dbde889b228f60d571a804be3fb1b9aafa
train,174,d8def873b130a40561d288f400bfe75b,CVE-2019-20138,CWE-327,Python,cvefixes,False,CVE-2019-20138,derivation,d3b04f24df547822958e70639a6232a98446298ea172db7b66d5ff925d2fe0ca,d3b04f24df547822958e70639a6232a98446298ea172db7b66d5ff925d2fe0ca,6ea894730ad47d9574a980fc7da9af45639f65f86e7c8f6d1e0334990212ef2f
train,175,d56e9bb3a1c9462eebf1170dae10fa6f,CVE-2020-28498,CWE-327,JavaScript,cvefixes,False,CVE-2020-28498,derivation,8e62f68e783945d08276cfd5c5e84593fa931ccb15483fcf2eb596da376808a2,d3b0a78ea794c2b0875a9d2a1676a99467d95a101140efd11338ae8299a214fe,2413798ff91ae6325656e15c57a709b9f95d6220cf68fa021427a4f5a892dfcd
train,176,56226b07e45f4224cfcd0ff56eb19ad5,CVE-2020-36315,CWE-327,C,cvefixes,False,CVE-2020-36315,derivation,2cc88b0454dd39e1a3b621e18d5d749230e1ccc6dc472c78350ab2203b092e34,2cc88b0454dd39e1a3b621e18d5d749230e1ccc6dc472c78350ab2203b092e34,bdea4ee9576b5540c248fa60cdb5337772e33ceb501ae3be3eb20de95c558917
train,177,7bad4d38a5098f943d8ce4ec275f616b,CVE-2021-41096,CWE-327,Java,cvefixes,False,CVE-2021-41096,derivation,c9fd422c200fefae0fe5a12f67bd140ca3abadb1901ab3fb1ca69260f282cf68,c9fd422c200fefae0fe5a12f67bd140ca3abadb1901ab3fb1ca69260f282cf68,89de6b754599d1b89635ec0905a4915996ab6f8af42ee97886d2e0ff304d524e
train,178,57bed76a8c5ebd75e37642714afff553,CVE-2021-41096,CWE-327,Java,cvefixes,False,CVE-2021-41096,derivation,e07300b3d169d22fc8e80c031d9f7a59e939d6e9d72cb942e6ca45e034b6135b,e07300b3d169d22fc8e80c031d9f7a59e939d6e9d72cb942e6ca45e034b6135b,fab87815459bd92e0af37f2da1ae302dfcdce51a86ce11f0d245380d5d639537
train,179,008edb0bcbd0f2c6b7d0f4aaa7a6ec0e,CVE-2021-41096,CWE-327,Java,cvefixes,False,CVE-2021-41096,derivation,b396185daeb4c1f9375cf6e45fc2ffbf503968be109d9c00bf5412d6a846017e,4d4dc7cd291c2b3ae7a84ebfc1720bdd5e52ed2b1c7ad51150118c73b6ac54ae,89199182b1dd79d170597a6405ded6d2c1a39e58df000413f1e4ee75db6b2422
train,180,513b36d2369b5e4d9c53de2b3e1d50b5,CVE-2021-41168,CWE-327,C,cvefixes,False,CVE-2021-41168,derivation,02003735a7a096356235c5e3914f5ff1826a6ed96e990865ce70c8756a962aa1,105697436d7841273c071fb136ce5e16ae128795ed3a1bae35e4747465c59950,2fa48c2559b6f90f68b544d2a5d5296536e03d14f66f78f8ac9b0c24dcae9f3f
train,181,3a18668bbaa48edd57563803ed00d491,CVE-2021-41168,CWE-327,C,cvefixes,False,CVE-2021-41168,derivation,94afb83086074a9173b55fad3e9b236d9cfc144eb7fd77b0ace181e5ce4b3404,94afb83086074a9173b55fad3e9b236d9cfc144eb7fd77b0ace181e5ce4b3404,3f54d99ae2ece60c65b8ab0aa72af66769a535a31c02168046a70f47354d261d
train,182,aug_bb2d49acbadb,aug_bb2d49acbadb,CWE-327,Java,augmented,True,CVE-2021-41096,derivation,ed6dde371e68b8c1f52d90170a0eb01446cbeb2cfd442c2941c1aadc07edb51f,128c0cbe77b8d22d788bbdebc92460f67e39132981b74272995bbc1f15487c8a,7aec8b81fe35fa4740f3d7e626f56969fbac35756aa55d4e2f5e9507498bd8b9
train,183,aug_16b6e91a8cd8,aug_16b6e91a8cd8,CWE-327,Java,augmented,True,CVE-2021-41096,derivation,ed6dde371e68b8c1f52d90170a0eb01446cbeb2cfd442c2941c1aadc07edb51f,128c0cbe77b8d22d788bbdebc92460f67e39132981b74272995bbc1f15487c8a,7aec8b81fe35fa4740f3d7e626f56969fbac35756aa55d4e2f5e9507498bd8b9
train,184,aug_9dff7a848d84,aug_9dff7a848d84,CWE-327,Python,augmented,True,CVE-2015-9235,derivation,1a88f9e3d68cc95edf64ac46b5eb6182013fe10540c5eaa359b3682ae4c612e1,7b3620149c659825eb1afd076fc682c349c685673376757c4cfd327aa914fcbf,a26f25afcf700b614ae40d324ec358a5dbd3203641262c3aa5c81522771fa68b
train,185,aug_ca2ba105f22c,aug_ca2ba105f22c,CWE-327,Python,augmented,True,CVE-2015-9235,derivation,98396def71ddb9356c9cb434c4cd53a9f3039a3dc8004e1a4652b0ef39d842dd,7f4d7628a8c5ec6224e89be71efe6df91b329526a294074942e7442a65605a08,0ae386ccc2c2742eb3cba56ba427f00668be9a03c99c2b85ab61de1184852d45
train,186,aug_f6d7c3b0bd8e,aug_f6d7c3b0bd8e,CWE-327,Python,augmented,True,CVE-2015-9235,derivation,c94258197959aa204f7ddb949ba0cd9d2f8b44873df789dfdd0ca476d917cdbb,96a61056b533ef2e49e47e1d4f9119a986b1f6d94d50cf2909d60ece7db2d160,efcadcc2f12c349d15c1288af72a237eb5430ecdfa874ee7db20d6917a164356
train,187,aug_d16147b6cde7,aug_d16147b6cde7,CWE-327,Java,augmented,True,CVE-2015-9235,derivation,f91ea3910c3e4392778c59074295f04622cc72ed5b572f8d8f7449fa47a25f77,d2e51363b434d2fe15c04956ebda834efa7a0bfcb299732be422d35b00c5a6fa,18963e2947780c81ab9dc9433ffe2383e0530c1511c6c204680a0f61b40eb8b6
train,188,aug_6f39e7dafd69,aug_6f39e7dafd69,CWE-327,Java,augmented,True,CVE-2015-9235,derivation,70e17a4d61cccac05b963db8e659069c7d3d8a6f5863ad3e60010a6455f44d4a,adbe10bcbea6263e6cbdd2f07460977bf578cb6f548ec1427ad524a00df416da,c7448ab7fa4999fe4dd2de4306f6aeb3d62ad12256b526c8d1e333a289f7502a
train,189,aug_76e5cc3a50ce,aug_76e5cc3a50ce,CWE-327,Java,augmented,True,CVE-2015-9235,derivation,f97eb17feda0d5aaeefeb8565cdd82eba1c6f687efad3d31d723352a3f190ca9,eadc811d0587d5438e5d6cb04e7e6afd3ac46b52dc928e80228ed82ecc0d1f56,045a2302480141439ddc18cdca8636be14eaa15528d8bc2e023353fd4cfc2dfa
train,190,aug_cffa225bf404,aug_cffa225bf404,CWE-327,C,augmented,True,CVE-2015-9235,derivation,29a5f19e1eebdb37aa1cdaca9fd3ed2dda96577c3b9686edcaf12da40ab58d6c,6e818fd549dd840756adf0fd3d0f5751b2cae6c914e073937917abca602facfb,07debbc4dec2de6e9dfc5b450288f40837693a62328bf82c5dc3e43ef75ac4b4
train,191,aug_188048ec8d06,aug_188048ec8d06,CWE-327,C,augmented,True,CVE-2015-9235,derivation,025406e166818a7c462df9a4d36d70b85e4031421bd65c6bef4539691c56aa2f,4d4178f2dbbddb392c647c92fc3e012f822af07784450b489c32d86e42477b7c,c484b3c6598c652572b5cf1809650f53a41c382fe42fe8c45ef3c14b503a6c49
train,192,aug_1a2570746f3e,aug_1a2570746f3e,CWE-327,JavaScript,augmented,True,CVE-2015-9235,derivation,81f9bdcd892bdb305d551c421069ef9c461c3a339fc8423e960ab019c75d3801,d617ceabbc5e6b7d49728ac3e2febe43452ded2ea0c1ef9cff9909072c443e10,04341bbe85ce0a28bbc2e2d164a8961d3858dfa9eec32cec336f44cdcd3b327a
train,193,aug_31ea54f57066,aug_31ea54f57066,CWE-327,JavaScript,augmented,True,CVE-2015-9235,derivation,20b5cbeff43ddede85f75304251ce4271a70b2f02cbce2b9b0514195ebdeda80,618da041a413a9045a46e3936db454ff4a76b3f3df40b4a817fb7e6d127a0d3e,904fd3df201fca08eb6b6b1f4a2b66b158f770c2502373ceeac5ddb55188c9dd
train,194,ee1ba7b352966f25b5191a58369acce0,CVE-2016-9934,CWE-476,C,cvefixes,False,CVE-2016-9934,derivation,e8426d831a134a6196025e66ca5e2feae9dbe419eb86f6eef1876f097c0866ad,e8426d831a134a6196025e66ca5e2feae9dbe419eb86f6eef1876f097c0866ad,a3301f6ea7bdae2afe7b54f3b08ac39507130bd77090b35f71e41c27dd3ed3f8
train,195,05ad1664f13d6a3e682feb8738c41ddb,CVE-2018-1065,CWE-476,C,cvefixes,False,CVE-2018-1065,derivation,4454a022e70262ed74a3cd562461286c8fa5cf33de87c2dd37704c3b143424fd,4454a022e70262ed74a3cd562461286c8fa5cf33de87c2dd37704c3b143424fd,38e56f3528a530e0036631e68cd07caa9bbb53b80262b7127afc0f5aaea7ae9a
train,196,809b45f02bc7f0c7f1c24cf10425cff3,CVE-2016-10129,CWE-476,C,cvefixes,False,CVE-2016-10129,derivation,f7044acdea526c50a0fdcb39a13c9d52d234a3ff1abd7efc87d711a174caa1f6,f7044acdea526c50a0fdcb39a13c9d52d234a3ff1abd7efc87d711a174caa1f6,54e061ac6ead198d2047f40b53d18766b3dcd310ba05d1057bace4e5f295f3d2
train,197,53660ae3b6f14766480e968b22583628,CVE-2022-23589,CWE-476,C++,cvefixes,False,CVE-2022-23589,derivation,65e409b840cce694aad5bba23b01c0b8b2f7a2865dd762622513747e5c90f2e9,65e409b840cce694aad5bba23b01c0b8b2f7a2865dd762622513747e5c90f2e9,ba2be1a06b035591c238fcf22ce11b67c8b1d101e935687cbe89e2895cd961d0
train,198,4581cef39546bd06d769c0c221bb7022,CVE-2017-12476,CWE-476,C++,cvefixes,False,CVE-2017-12476,derivation,98194893bfc0defec6e13dc1ad1a3301baae5b0419203ff3e0c517e091cadc35,c047f5bb3b41964d5f26ee9ff8786f3cc9bab98c0bec70642190def9a80b7c3f,92643ba90d8edadee71ba7c2985dbdff0c9db6a9996a6329b83253e302a70b5f
train,199,a12e8b75c245ec76b1f9de6e6fcf3909,CVE-2017-12476,CWE-476,C++,cvefixes,False,CVE-2017-12476,derivation,75091bbe67d7e1c64dacd92b485f4fa363588f84d5df1ef56e53068026566d74,75091bbe67d7e1c64dacd92b485f4fa363588f84d5df1ef56e53068026566d74,cacf3d11a01d774fd95f05b4b9dd404dfd9f321feafadb60017fd9f2b186707c
train,200,3e3dc24a1c6504e8de8b1efdc9c09506,CVE-2022-25867,CWE-476,Java,cvefixes,False,CVE-2022-25867,derivation,17842bc7c3b81e9a61a1f1ffdfc854348fddff0ef23663523d07b8b8910bcd33,f4c63ca51397f0a0b35ffe44450fa39ae82834ece1cd69d7f4aa631f674d6871,8fe232f4e1d0f233438c710a5b025d035c19deb44180c2ff69c660bcb38133d3
train,201,436105de22749eb05d52c2fed775b25c,CVE-2020-23930,CWE-476,C,cvefixes,False,CVE-2020-23930,derivation,f9a603bd6df3e1f821d154971dea55b9deffddb251b2ad09edd1a6b5cbbfe481,f9a603bd6df3e1f821d154971dea55b9deffddb251b2ad09edd1a6b5cbbfe481,1e1864ef7419e97291fd521b6d4bc24f170b4e99d52d89fbac23327c0e27023a
train,202,6dbd8af05dd0ec5cfb4f698d41137c80,CVE-2013-2765,CWE-476,C,cvefixes,False,CVE-2013-2765,derivation,88ec237c8f372434ef77a6ad9c7b64effe697fe72610dde032411d46a1731073,88ec237c8f372434ef77a6ad9c7b64effe697fe72610dde032411d46a1731073,e65099fc4a5a6f5284416912b957526f382447c2738abe44419af5df57eea91d
train,203,02d2a6246fcf21b095ea999a92b0b97c,CVE-2019-1010239,CWE-476,C,cvefixes,False,CVE-2019-1010239,derivation,285c5e100ee3d5a3be3141312efee91137512d3b20f1516c59fac050a43573ec,285c5e100ee3d5a3be3141312efee91137512d3b20f1516c59fac050a43573ec,71a1d312b07aa120ce8c253464405a3475c832554569784818b9653241181d39
train,204,bdeb42e0c8260bc1401513dd2f8bcf2a,CVE-2013-4119,CWE-476,C,cvefixes,False,CVE-2013-4119,derivation,8a55e4fc0433d17b4d071b7d52e0745f122afe7bd3e6f180170559e64c36edd3,8a55e4fc0433d17b4d071b7d52e0745f122afe7bd3e6f180170559e64c36edd3,1b82148b6479c5a404e4d040bfa226da4278887f599c13b35a0c16d743b11eda
train,205,571a6856a3b7dd04af503717c509a495,CVE-2022-0696,CWE-476,C,cvefixes,False,CVE-2022-0696,derivation,d8598d06c082fa76ed8f1d542b708d6d5e08e827f9de64bba3f85962754a7a59,d8598d06c082fa76ed8f1d542b708d6d5e08e827f9de64bba3f85962754a7a59,eac7f7485b049c336afa182bb49562623002f0146f33cc97c29d8651ec860126
train,206,b462cbddaf4f5a0ee33ff7398b2bc569,CVE-2022-0712,CWE-476,C,cvefixes,False,CVE-2022-0712,derivation,023fead9275fef2a542b1ba343e41a26dfe671cc729ab1c8b66f4800d7e68aa1,94802e2e577c65880034e205911a5f214ba5810a5de492510a5b7760216561cc,1124804747139e9b07ec0fda4d3d67141735296265807f1ca94ec7a88b7aa6a1
train,207,3119a320f6e847dcd86a3e588264c2cb,CVE-2019-19923,CWE-476,C,cvefixes,False,CVE-2019-19923,derivation,de63e590a1183d2983531de6c38b0ea44007e20c53a070aa94ee397bc4fec53b,de63e590a1183d2983531de6c38b0ea44007e20c53a070aa94ee397bc4fec53b,c7c4c2b04301fc3f2c37610ccc67fc86174eaefdb23cc537705528a5fed0bbb8
train,208,b3e097775afad829f25de8c3111ad711,CVE-2013-4119,CWE-476,C,cvefixes,False,CVE-2013-4119,derivation,8e94d075d73ec6515520bc7858beb1a2b11ee8d9669695e86fa676221943d960,8e94d075d73ec6515520bc7858beb1a2b11ee8d9669695e86fa676221943d960,f4d76b47dab73735c355d7b7ce22a841d6451bfd0f2b6c4df6af7d5e81247448
train,209,63172d2aa2fb8b718b459d2fafa9c2e5,CVE-2017-6850,CWE-476,C,cvefixes,False,CVE-2017-6850,derivation,520d16ef394e0b5f655ffcc2c613140553b01b503828cdaba5ba66b54cea17dc,520d16ef394e0b5f655ffcc2c613140553b01b503828cdaba5ba66b54cea17dc,e20fcbb4d1bfec6ed055deb2e87e36c9f50eb19ebe51f6543f41981ff87675b9
train,210,96544e3ae939285a4087b8dfd2fac918,CVE-2019-15922,CWE-476,C,cvefixes,False,CVE-2019-15922,derivation,b8de536d263e38e55142394c111e65a0925eefd6d055c3023abb93396e1bc7b1,4c62872d88262a67278619a374e5f003ae1cb4d5a36c55465673840a297bf5a9,6c9eb45f696952bf157c44ae7d9347ceea9ce1272d8143cb186aa097e185b079
train,211,a6732d46b82dc7f5d07febbf06bfe916,CVE-2020-13775,CWE-476,C++,cvefixes,False,CVE-2020-13775,derivation,a05de830e930991f66274356ca9066aef622a3f2a8656b4ddd9ae96fdb7cbc99,7be5e32f307f4c424bb6ff3597893d7a8d7f4f5ced9e324aff498d69442a568d,6fd79afd9db034b8d62bddf08df8f26960277620b7814eb7e8b8ac5b1fd2a16e
train,212,a31270b0e8806acbf9c9bb7797dd8ab3,CVE-2021-23191,CWE-476,C,cvefixes,False,CVE-2021-23191,derivation,00451001a186ed35bc8ff7039c13bdfdba0cb297376911436617639f7a21df11,00451001a186ed35bc8ff7039c13bdfdba0cb297376911436617639f7a21df11,16c7463695a0c1e48d8673db7bde80fbe586b84fce01a3d566846eb7a5d8839f
train,213,bfc4484eb1131123943d38c09c2f18b4,CVE-2017-12474,CWE-476,C++,cvefixes,False,CVE-2017-12474,derivation,75091bbe67d7e1c64dacd92b485f4fa363588f84d5df1ef56e53068026566d74,75091bbe67d7e1c64dacd92b485f4fa363588f84d5df1ef56e53068026566d74,cacf3d11a01d774fd95f05b4b9dd404dfd9f321feafadb60017fd9f2b186707c
train,214,93863c142bb58a05734c4302f74e3ee4,CVE-2017-15116,CWE-476,C,cvefixes,False,CVE-2017-15116,derivation,95614ce23cfb949b05e2a78940773eac41da06abfda2b3a19684c120db047a38,19684402c47be312541006b03f5a5cf1ded739384812e9a5a105a6b04e210bd9,d51d6f94ed04072003ec2378035cb069d88ce26fed35e6c580fb81b6a113f612
train,215,d3155905fa53622a94283b05356daf25,CVE-2018-5729,CWE-476,C,cvefixes,False,CVE-2018-5729,derivation,55bd5194f5b9872b7b76a432d19c70fbb03c3bad07843c13e28428ab644efc3f,55bd5194f5b9872b7b76a432d19c70fbb03c3bad07843c13e28428ab644efc3f,9c6b2b4936978ca858ea980d656979b189b3a6e7bdbd5d557076f59c8800775d
train,216,fda5a9cf95cf7adafc8cfebf9134d977,CVE-2017-9229,CWE-476,C,cvefixes,False,CVE-2017-9229,derivation,70df46d1092914f039af4398515b54c2b774c2047ffc51171d48f278d97ec96e,70df46d1092914f039af4398515b54c2b774c2047ffc51171d48f278d97ec96e,030de120449e9562cf7f53b42edbc07a88f4b7c09d92945635546c9b55b57977
train,217,affbef3338e3cd764349f24493e3a64c,CVE-2022-2279,CWE-476,C,cvefixes,False,CVE-2022-2279,derivation,042cf8ebfa1844a3dc78928badd6380df07096b1a32c61296d65e84d569b0c6c,042cf8ebfa1844a3dc78928badd6380df07096b1a32c61296d65e84d569b0c6c,c959d170d4b94b966049e193ec7207997f27cfa1246e08d44d0cfeacf28613fb
train,218,c83d9ae620d7ccb64c8a8788deb0a092,CVE-2018-13094,CWE-476,C,cvefixes,False,CVE-2018-13094,derivation,34ffa5000d7ac5281dc6e60fb14ad5ebf4b99611330b2ada42b939a1fb2d5961,34ffa5000d7ac5281dc6e60fb14ad5ebf4b99611330b2ada42b939a1fb2d5961,8d1746b79b8a4cc57227e1367f901f84bd72c44071ff29a2a9f870026562b373
train,219,ada7eb95073bb8e3afd81e818becd12d,CVE-2022-1172,CWE-476,C,cvefixes,False,CVE-2022-1172,derivation,2f8945f4241b16384eba27bea9dd48245bf4febbb6c13479872dc743b2bce95a,2f8945f4241b16384eba27bea9dd48245bf4febbb6c13479872dc743b2bce95a,ac970ade6ab85dbbf6b787648dbfe6e29e17bbb09bdb2f7af0392d6c40636971
train,220,8e0112da9d469e530e1590e5e1b86625,CVE-2018-15854,CWE-476,C,cvefixes,False,CVE-2018-15854,derivation,4b2e33f614ff1ca8f32909d3a19db6ee330aaa35dc25a6cefbb673c9d1a96b1b,e263d890b7ae5f0021f18ba871419becd2498439ea20a2f692d244e87808b47e,769e8fbe9b88171def3f5ff87e8ea85d9c0b0a4ffc3fe723dfcbe4a3f5444bf5
train,221,0a91e1444b59553da7e35c4c2793f7e4,CVE-2021-3671,CWE-476,C,cvefixes,False,CVE-2021-3671,derivation,88ed7bd484b92fa993bf1e9b4465f5ec5ebcd5f5a73e0c31997f9be58a3703d3,88ed7bd484b92fa993bf1e9b4465f5ec5ebcd5f5a73e0c31997f9be58a3703d3,82779ba0ed491958d385a08a00eddad864896a1e5b0ee1f0786e0dba969b9cf7
train,222,168f94e760818230a28e2792d5793751,CVE-2022-2309,CWE-476,Python,cvefixes,False,CVE-2022-2309,derivation,be54a6dad01c3cfe56786dbbc6b637b2f85a31b8432d18631e9f7d791dfefba1,be54a6dad01c3cfe56786dbbc6b637b2f85a31b8432d18631e9f7d791dfefba1,f155de4a869be85802264de40932f28cac6816c8510d8221aa64d3d9d9a06531
train,223,581c0ef9ec789a3679da7f9bae7c11e2,CVE-2017-15306,CWE-476,C,cvefixes,False,CVE-2017-15306,derivation,4e9df4b8ec9f0f15c1453d283bbf8047b310ff121ee1525a52a255ba36a2421f,4e9df4b8ec9f0f15c1453d283bbf8047b310ff121ee1525a52a255ba36a2421f,a015c74d72feec4b50c14ebec61ef90d1f3326f31781020a5a8209a0abbb1114
train,224,58870f833dd4bff68aabed6cc6a9f3ff,CVE-2017-12474,CWE-476,C++,cvefixes,False,CVE-2017-12474,derivation,09b4851f2d138dbd69981095cb9bb94edf6bd6d66b950c88480eae0147ceb758,09b4851f2d138dbd69981095cb9bb94edf6bd6d66b950c88480eae0147ceb758,80d398e7621de22f271401ca243222df8e97cc18718a307f46df2c184c09b273
train,225,d7e12a86e5778de00b8b15560fd45bab,CVE-2021-31259,CWE-476,C,cvefixes,False,CVE-2021-31259,derivation,817b0c4a6ad359ad33e3badac900aeb014071ec5bb7145c96f032593e994b5eb,817b0c4a6ad359ad33e3badac900aeb014071ec5bb7145c96f032593e994b5eb,374c4223f4bd70c0f370d9a33c6787bbce5702cb3c45f89ce87e0284162dcd2d
train,226,afa31dd441862fe84c81e9349a0e3b0e,CVE-2020-14397,CWE-476,C,cvefixes,False,CVE-2020-14397,derivation,db3564cb88692fbb978e1f914a9086b8ca4b5f5bff064fe49ebc0d076789d7c6,db3564cb88692fbb978e1f914a9086b8ca4b5f5bff064fe49ebc0d076789d7c6,3ee1112379c2a5999de81e13bcad7fbcfe1695dbc42d4aa197adb7e88dedae7c
train,227,b25d26b42f9a70abd1c89202d2027cb5,CVE-2018-10074,CWE-476,C,cvefixes,False,CVE-2018-10074,derivation,39c42acf23b75982bee14619e747b469c19848850bc51005066b49368d403fb0,39c42acf23b75982bee14619e747b469c19848850bc51005066b49368d403fb0,53e45c79be3b3197a47e68dec4234a4f228e3c036baa5c82bebbc92ca682b0e3
train,228,deb2105ab4518339547509004217e19a,CVE-2021-31258,CWE-476,C,cvefixes,False,CVE-2021-31258,derivation,11f0a7e4e1ad8411931a6774125f53b622d0a44ee51000582b115c964e4dcfaf,11f0a7e4e1ad8411931a6774125f53b622d0a44ee51000582b115c964e4dcfaf,69a6dbda74716357410e941c30161cbd677a20655acbc2ef6e3a9f6f178ae482
train,229,80c25a85ba2f1c5dc629d345b0dc4645,CVE-2020-13848,CWE-476,C++,cvefixes,False,CVE-2020-13848,derivation,0752f0d63225c5f410eb365839c4104fc62faf21306ff534dee4379bf818d5aa,6d34456431a0a5808a226b72321064d47e3ccba6ce6245719faf8525f1ea175f,dea75e8188142838d83284b148e3fef59ae6c10dd13be05890526d8d6c463c1f
train,230,78e7134f34f9bd80308972b70f132c4b,CVE-2021-27815,CWE-476,C,cvefixes,False,CVE-2021-27815,derivation,290d39699e946f7182438fe8f621ac124797bc6d2455140b34fe8c41951d702d,290d39699e946f7182438fe8f621ac124797bc6d2455140b34fe8c41951d702d,5b34ef537fc1687ee273eda32f89c2beef01aa8c00b381fc088df4d761abd425
train,231,fa24cae2bad3ca202bcc8a5cabac2b98,CVE-2021-31260,CWE-476,C,cvefixes,False,CVE-2021-31260,derivation,12735775d4d5ca0fd1f0daba03ec4fcc123472a0dd003bae9b57d011eec011bc,12735775d4d5ca0fd1f0daba03ec4fcc123472a0dd003bae9b57d011eec011bc,87cc600ca94e9b76576ad51a69c58d447f77d31e89eb69ef22e1c75da5e38445
train,232,faaa2e7f338f6685678af465ca4a3867,CVE-2016-9934,CWE-476,C,cvefixes,False,CVE-2016-9934,derivation,2967145117bd3d7b0d29c025f499192811e5f057a730f5f03580631107407db5,2967145117bd3d7b0d29c025f499192811e5f057a730f5f03580631107407db5,4c55ee5251c000e8a0d886db4ce237891479b35b44ec39236e22991f196d90dd
train,233,48ea534553cb0a49027643aaf185cbe5,CVE-2018-5729,CWE-476,Python,cvefixes,False,CVE-2018-5729,derivation,8d056a7ac7b55c2352a86360436e5c8736ece0f310f1274daae63b957e949a45,8d056a7ac7b55c2352a86360436e5c8736ece0f310f1274daae63b957e949a45,1d42cc0032ec00c55772d95b5af1db0a47f407c684db3b412a42eeb310662d62
train,234,3f75fffe5ad18600858e5ea16a52c442,CVE-2022-2279,CWE-476,C,cvefixes,False,CVE-2022-2279,derivation,0db08bdab341fd53485a8c246f5479a3c0bc5b4986e18d0a10e3a3a9b8073ed6,0db08bdab341fd53485a8c246f5479a3c0bc5b4986e18d0a10e3a3a9b8073ed6,5c2ea8c208d9e31596176385e12326951442e43a4b88604f671ca08c8c0a483f
train,235,c8d37073c1091e9b0e89631113d518b0,CVE-2017-15116,CWE-476,C,cvefixes,False,CVE-2017-15116,derivation,afc36b08c83c5b0da6352c6ba1ef2c276b0e7cf4a91ea67780432786f4276c2f,40a026c673cfa426c16446107b92319f9b6bcf44b139409e781e5b14bfeb9696,1aa432970072fc37f8f98dd35bafcb26e4419cef92f884e505f5aa684d1ac7b0
train,236,8f4d5e5bb55c160f9c56c270537d3d2e,CVE-2017-9250,CWE-476,C,cvefixes,False,CVE-2017-9250,derivation,b733ad6b60bddfbd0d4e09bca3b6696ac24783b024a9cc82bbbc266cb70374bb,b733ad6b60bddfbd0d4e09bca3b6696ac24783b024a9cc82bbbc266cb70374bb,ae9dbded4f2d85b92266fbccff436080a3202bcff11a953ff8626e9f804dc126
train,237,2f91b902d5c7e929338c52c1111a506a,CVE-2022-29694,CWE-476,C,cvefixes,False,CVE-2022-29694,derivation,f41ad86cfd2b9725f4bcff2be2618b9107cbd1aa28c89fb6b2a8b5e626cfca45,f41ad86cfd2b9725f4bcff2be2618b9107cbd1aa28c89fb6b2a8b5e626cfca45,85849aba892a16ba9a042b1a9b722c59d568520c4400abb15854e9a36ad763c2
train,238,7ab294d6aae5261ae8628aa67cc0f0ec,CVE-2018-13303,CWE-476,C,cvefixes,False,CVE-2018-13303,derivation,b7dbc0e5e706d160530d12717a917e3d4ff9b27b18a6bac6c910ba9fa7ffe9d7,b7dbc0e5e706d160530d12717a917e3d4ff9b27b18a6bac6c910ba9fa7ffe9d7,7a1815ba5a844dedbd6afac400079f43c427e106e9b877aa1993feede6f30ac5
train,239,7ec919b88e616329f112ba33bee2a038,CVE-2020-11609,CWE-476,C,cvefixes,False,CVE-2020-11609,derivation,5043a7f56b95bc57c5bdb0be894cf6a1f4931bc5133ecc680d295335f618b38e,5043a7f56b95bc57c5bdb0be894cf6a1f4931bc5133ecc680d295335f618b38e,bb21706cdce5c245af93311b3d98a45a0447c9a025a7df19ce5c8c498f6397b9
train,240,ab7e52309f33361d15da0ddcda8ccab1,CVE-2019-13225,CWE-476,C,cvefixes,False,CVE-2019-13225,derivation,b056e1fb62589ba222981c496b9a9d7a522c34ad2be95dec65365de4732d41ad,b056e1fb62589ba222981c496b9a9d7a522c34ad2be95dec65365de4732d41ad,32415bf876c39083e34b9bc0ef00a45f459256d1f5743c6b02b0955038c597a9
train,241,8b55e896ea0a1717d1c93fc40e7eb7ea,CVE-2021-4043,CWE-476,C,cvefixes,False,CVE-2021-4043,derivation,a374b5678424c2b21fdc77df18b1c7f306c3015c119bb8a0f354411225a8d558,a374b5678424c2b21fdc77df18b1c7f306c3015c119bb8a0f354411225a8d558,43592c412a0a2e5c50f4510db4a40459680054eff8f2ee83a4e22c89689efe3d
train,242,1ec8b09bb5305ccf725486d3e1f65169,CVE-2022-25867,CWE-476,Java,cvefixes,False,CVE-2022-25867,derivation,8b603c6bcd19d45300f37ae8a01d35ee339b62f13794a45b4497dfd6af3ddfe7,8b603c6bcd19d45300f37ae8a01d35ee339b62f13794a45b4497dfd6af3ddfe7,7134e39cbe3a682d78c4f8e9d384a0343fca0486d0ae48beffd05cc8eab8d6cc
train,243,b456377031cd6d0e08c49bf0211c60a7,CVE-2021-32135,CWE-476,C,cvefixes,False,CVE-2021-32135,derivation,cec9df090dcec01975b62d5381ef0ecad21ed651c1f7ad026d930b6371a81fdd,cec9df090dcec01975b62d5381ef0ecad21ed651c1f7ad026d930b6371a81fdd,37b7bab87b35a0ff5237ba4696108690520a29cc19a67d369c7f4b7740baffe3
